"","person_id","event_id","event_name","date"
"5136",83635,9828,"Q: How many Oregonians does it take to screw in a light bulb?
",20180215
"5137",93245,6894,"                -- Mark Twain
",20170709
"5138",93245,136,"Never let your child play with a loaded carp.
",20170327
"5139",91209,5628,"Don't feed the bats tonight.
",20170227
"5140",97971,8804,"If God is perfect, why did He create discontinuous functions?
",20171004
"5141",92028,1143,"SQL Symphony Concert",20170524
"5142",99141,3517,"SHIFT TO THE LEFT!  SHIFT TO THE RIGHT!
",20170110
"5143",99141,9880,"have a lucky day this year.
",20170916
"5144",99141,8949,"Why did the Lord give us so much quickness of movement unless it was to
",20170904
"5145",20592,2924,"""All my friends and I are crazy.  That's the only thing that keeps us
",20170805
"5146",20592,6463,"If God had meant for us to be naked, we would have been born that way.
",20170713
"5147",20592,1520,"Californians trying to share the experience.
",20170117
"5148",15161,2033,"""Now is the time for all good men to come to.""
",20170421
"5149",15161,8977,"Time is nature's way of making sure that everything doesn't happen at
",20180311
"5150",97836,4063,"                -- Lazarus Long
",20180429
"5151",97836,8559,"three friends.  If they're ok, you're it.
",20170927
"5152",97836,6377,"Advertisement: The most truthful part of a newspaper
",20170609
"5153",46919,7093,"                -- Mark Twain
",20170909
"5154",46919,6958,"headed.
",20170822
"5155",46919,4461,"        But she started absorbin'
",20180104
"5156",47024,3973,"What this country needs is a good five cent ANYTHING!
",20180214
"5157",47024,9470,"I wish that they would sell it.
",20170322
"5158",73605,7927,"average man can see better than he can think.
",20180114
"5159",71608,5925,"                -- Alan Perlis
",20180305
"5160",71608,8360,"honorable gentleman is a scurvy cur.""
",20180110
"5161",71608,3940,"God is not dead!  He's alive and autographing bibles at Cody's
",20180128
"5162",42084,4729,"writing.
",20171123
"5163",42084,3139,"pedestrians.
",20170729
"5164",42084,8902,"Future looks spotty.  You will spill soup in late evening.
",20180418
"5165",44829,8698,"""Now is the time for all good men to come to.""
",20170606
"5166",44829,2227,"Ra!  Ra!  Ra!
",20170422
"5167",44829,4993,"                -- Joe Walsh
",20180106
"5168",96786,3865,"system, in which all of its major weaknesses have been exposed,
",20170605
"5169",67340,8925,"programmers.
",20170504
"5170",99501,1329,"                -- Bertold Brecht
",20170321
"5171",99501,2089,"This will be a memorable month -- no matter how hard you try to forget
",20171209
"5172",99501,8078,"        electrical cord.
",20170622
"5173",76400,5829,"We wish you a Hare Krishna
",20170805
"5174",75635,6669,"and then pulled an all-nighter.
",20171009
"5175",75635,89,"Kinkler's Second Law:
",20180304
"5176",53170,690,"                -- Fred Allen
",20170708
"5177",53170,6437,"        stupidity.
",20170610
"5178",79357,7272,"The billows smooth and bright --
",20171201
"5179",79357,8335,"Gravity is a myth, the Earth sucks.
",20180326
"5180",79357,6229,"not worth knowing.
",20170913
"5181",84814,7454,"it.
",20170307
"5182",84814,61,"Call Avogardo 6.02 x 10^23
",20170317
"5183",24551,2264,"The billows smooth and bright --
",20170326
"5184",99941,8698,"If at first you don't succeed, give up, no use being a damn fool.
",20171016
"5185",99941,5201,"have nothing whatever to do with it.
",20170123
"5186",17301,8433,"        No more than debris,
",20180216
"5187",17301,4044,"If God is perfect, why did He create discontinuous functions?
",20180224
"5188",17301,8932,"A limerick packs laughs anatomical
",20171221
"5189",33920,5753,"was to go away.
",20180402
"5190",77052,9388,"                -- Mark Twain
",20171227
"5191",17509,1329,"""All my friends and I are crazy.  That's the only thing that keeps us
",20170325
"5192",17509,674,"                -- Albert Einstein
",20170122
"5193",97268,9612,"As I was passing Project MAC,
",20170107
"5194",97268,3187,"Never call a man a fool; borrow from him.
",20170125
"5195",65954,786,"                -- Winston Churchill
",20171111
"5196",65954,363,"Keep emotionally active.  Cater to your favorite neurosis.
",20170603
"5197",35292,3607,"        Johnny's so long at the fair.
",20170203
"5198",23064,5753,"example.
",20170220
"5199",23064,9626,"Artistic ventures highlighted.  Rob a museum.
",20180427
"5200",66438,136,"        except study for that instructor's course.
",20180402
"5201",90272,8629,"but that's because it's the best book on anything for the layman.
",20171217
"5202",90272,9347,"How many tech writers does it take to change a lightbulb?
",20170206
"5203",90272,2153,"will be temporarily canceled.
",20171222
"5204",53414,4938,"Coward: One who in a perilous emergency thinks with his legs.
",20170208
"5205",53414,6740,"There's only one way to have a happy marriage and as soon as I learn
",20171012
"5206",59389,1923,"loaded Star Trek 3.2 into our video processor.""
",20171030
"5207",59389,1581,"Screw up your courage!  You've screwed up everything else.
",20170912
"5208",59389,8538,"""I just need enough to tide me over until I need more.""
",20171217
"5209",89749,6185,"Admiration: Our polite recognition of another's resemblance to
",20171212
"5210",97070,5270,"him up.
",20170716
"5211",97070,6722,"means the price went way up.
",20180330
"5212",97070,8421,"Nudists are people who wear one-button suits.
",20170107
"5213",36298,5727,"I'd give my right arm to be ambidextrous.
",20170305
"5214",36298,4461,"get any programs at all and take what they get.
",20171216
"5215",36298,1166,"The mouse on the m""obius strip;
",20170812
"5216",98003,4583,"And since then has never benzene.
",20170502
"5217",98003,649,"poor, to sleep under the bridges, to beg in the streets, and to steal
",20180419
"5218",23997,8949,"Real Programmers don't eat quiche.  In fact, real programmers don't know how to
",20180412
"5219",23997,7466,"Real Programmers don't write in FORTRAN.  FORTRAN is for pipe stress freaks and
",20170830
"5220",23997,6184,"I can't complain, but sometimes I still do.
",20180416
"5221",85035,1623,"        Among economists, the real world is often a special case.
",20180314
"5222",85035,5561,"        You can make it foolproof, but you can't make it
",20171019
"5223",66441,9529,"Time is nature's way of making sure that everything doesn't happen at
",20170416
"5224",68286,8836,"          -- Isaiah
",20171005
"5225",68286,7181,"        Among economists, the real world is often a special case.
",20171116
"5226",68286,70,"                -- Oscar Wilde
",20170819
"5227",34773,1783,"Accident: A condition in which presence of mind is good, but absence of
",20170316
"5228",34773,541,"                -- Gigo
",20171125
"5229",34773,5593,"God did not create the world in 7 days; he screwed around for 6 days
",20171006
"5230",93409,4491,"bodies, it is customary to mention all members as honorable; as, ""the
",20170207
"5231",93409,6740,"How many losses at Project MAC?
",20170218
"5232",93409,6815,"Every manifestation had seven symptoms.
",20170210
"5233",79778,9188,"computer crashes.
",20170815
"5234",79778,295,"to justify God's ways to man
",20171205
"5235",62841,3810,"
",20180302
"5236",72649,3123,"                -- Hilaire Belloc
",20170719
"5237",85813,9260,"We wish you a Hare Krishna
",20171013
"5238",38057,6156,"        Unless the results are known in advance, funding agencies will
",20170201
"5239",38057,1520,"I think that I shall never see
",20171107
"5240",38057,2984,"You might as well live.
",20180330
"5241",26656,5999,"Dealing with failure is easy:  Work hard to improve.  Success is also
",20180104
"5242",26656,129,"A diplomat is a man who can convince his wife she'd look stout in a
",20170625
"5243",26656,8249,"Paul Revere was a tattle-tale
",20170820
"5244",47612,5396,"Die?  I should say not, dear fellow.  No Barrymore would allow such a
",20170423
"5245",44271,1389,"See how it runs!  See how it runs!
",20171127
"5246",44271,4283,"make the rubble bounce""
",20170111
"5247",44271,2350,"        stupidity.
",20171219
"5248",72700,4491,"                -- Lazarus Long
",20170929
"5249",72700,9917,"that is not being talked about.
",20180206
"5250",72700,2365,"Now and then an innocent person is sent to the legislature.
",20170919
"5251",45958,3992,"immune to bullets""
",20170718
"5252",80544,5030,"Don't believe everything you hear or anything you say.
",20170213
"5253",80544,6659,"taught how _n_o_t to.  So it is with the great programmers.
",20170908
"5254",82700,7130,"Everyting should be built top-down, except the first time.
",20170624
"5255",82700,4240,"God is not dead!  He's alive and autographing bibles at Cody's
",20170128
"5256",41968,8172,"Help a swallow land at Capistrano.
",20170121
"5257",41968,6845,"aureomycin, cocaine, interferon, and TLC.  The only ailment chicken
",20180214
"5258",53025,4781,"George Orwell was an optimist.
",20170626
"5259",53025,2513,"Hanlon's Razor:
",20171026
"5260",86771,6503,"                -- W. Somerset Maughm
",20170510
"5261",86771,1365,"You're being followed.  Cut out the hanky-panky for a few days.
",20180423
"5262",86771,8997,"""If you go on with this nuclear arms race, all you are going to do is
",20170903
"5263",27345,346,"It seems like the less a statesman amounts to, the more he loves the
",20180112
"5264",27345,2573,"A professor is one who talks in someone else's sleep.
",20170130
"5265",37854,517,"Important letters which contain no errors will develop errors in the
",20170215
"5266",76914,8905,"to worry.
",20180311
"5267",98259,8778,"Travel important today;  Internal Revenue men arrive tomorrow.
",20170905
"5268",96609,6503,"Excellent day to have a rotten day.
",20171122
"5269",87912,6131,"Stay away from flying saucers today.
",20170805
"5270",37571,5971,"Nooses give;
",20170218
"5271",37571,8753,"Real Programmers don't write in COBOL.  COBOL is for wimpy applications
",20170103
"5272",77142,8152,"Every program is a part of some other program, and rarely fits.
",20180227
"5273",77142,5162,"        will find the programmers cannot write in English.
",20170809
"5274",77142,2749,"to worry.
",20171121
"5275",40579,8667,"                -- Mark Twain
",20170127
"5276",83509,9917,"Triple-Iso-Bifurcated-Krypton-Gate-MOS process...""
",20170128
"5277",83509,345,"Lie: A very poor substitute for the truth, but the only one discovered
",20170217
"5278",81225,624,"""Arguments with furniture are rarely productive.""
",20170712
"5279",81225,9677,"Hanlon's Razor:
",20170516
"5280",85675,2716,"Drive defensively.  Buy a tank.
",20170909
"5281",61067,3629,"I'll never see a tree at all.
",20180223
"5282",57851,4193,"Diplomacy is the art of saying ""nice doggy"" until you can find a rock.
",20170104
"5283",57851,8666,"100 blocks of crud!
",20170908
"5284",93808,1143,"SQL Symphony Concert",20170406
"5285",93808,1143,"SQL Symphony Concert",20170817
"5286",21359,9558,"Insanity is hereditary.  You get it from your kids.
",20170411
"5287",21359,2831,"Famous last words:
",20170923
"5288",29208,4731,"said, ""Life is like a bowl of sour cream.""
",20171130
"5289",29208,2295,"Every program is a part of some other program, and rarely fits.
",20171219
"5290",29208,8631,"Forgetfulness: A gift of God bestowed upon debtors in compensation for
",20171127
"5291",63974,1859,"        ""Diet.""
",20170510
"5292",63974,9260,"It is easier to get forgiveness than permission.
",20170718
"5293",96834,968,"Justice: A decision in your favor.
",20171005
"5294",96834,8491,"soap bubble?
",20170127
"5295",81507,9150,"not worth knowing.
",20170812
"5296",76355,5201,"Don't kiss an elephant on the lips today.
",20180307
"5297",76355,865,"And everywhere this language went,
",20170530
"5298",77106,6656,"        The mouse dissolved
",20170715
"5299",77106,7459,"poor, to sleep under the bridges, to beg in the streets, and to steal
",20180109
"5300",82103,7258,"price went up.  The label ""ALL NEW"", ""COMPLETELY NEW"", or ""GREAT NEW""
",20171123
"5301",58107,1581,"Anything labeled ""NEW"" and/or ""IMPROVED"" isn't.  The label means the
",20170329
"5302",62548,2979,"Fine day to throw a party.  Throw him as far as you can.
",20170704
"5303",38150,5829,"        hits the paper.
",20170831
"5304",38150,5011,"Antonym: The opposite of the word you're trying to think of.
",20170414
"5305",38150,8476,"totally worthless.
",20180221
"5306",94931,5042,"        The one who has the gold makes the rules.
",20171111
"5307",94931,9185,"programming.
",20171031
"5308",49568,1143,"SQL Symphony Concert",20180201
"5309",49568,1143,"SQL Symphony Concert",20171123
"5310",49568,1143,"SQL Symphony Concert",20170520
"5311",24129,8569,"They're only trying to make me LOOK paranoid!
",20180325
"5312",24129,1988,"The earth is like a tiny grain of sand, only much, much heavier.
",20170327
"5313",89531,4674,"writing.
",20170912
"5314",31003,8306,"Travel important today;  Internal Revenue men arrive tomorrow.
",20170324
"5315",31003,2153,"and wants it back the minute it begins to rain.
",20170611
"5316",31003,3640,"IBM had a PL/I,
",20180125
"5317",21761,5323,"San Francisco isn't what it used to be, and it never was.
",20180219
"5318",21761,5149,"Good news.  Ten weeks from Friday will be a pretty good day.
",20180312
"5319",76853,7227,"The cow is nothing but a machine with makes grass fit for us people to
",20171110
"5320",76853,8361,"A bachelor is a selfish, undeserving guy who has cheated some woman
",20180326
"5321",67164,4194,"Famous last words:
",20171212
"5322",67164,8491,"Our OS who art in CPU, UNIX be thy name.
",20180423
"5323",33271,3157,"You cannot kill time without injuring eternity.
",20170331
"5324",33271,6884,"Acids stain you;
",20180104
"5325",33271,4287,"Reclaimer, spare that tree!
",20170922
"5326",14712,1923,"                -- Eleanor Roosevelt
",20170104
"5327",14712,515,"by the number of people in the group.
",20170208
"5328",14712,2167,"-Deep Thought
",20170523
"5329",70745,8061,"Truth will be out this morning.  (Which may really mess things up.)
",20171023
"5330",25077,3007,"works.
",20170902
"5331",98629,1127,"Whenever the literary German dives into a sentence, that is the last
",20170730
"5332",20965,3823,"If the input was short of exact.
",20180120
"5333",20965,5539,"
",20170906
"5334",20965,5425,"upon to act in accordance with the dictates of reason.
",20170111
"5335",93404,5927,"I can't complain, but sometimes I still do.
",20180213
"5336",18016,8498,"Reporter (to Mahatma Gandhi): Mr Gandhi, what do you think of
",20170701
"5337",18016,4059,"Reclaimer, spare that tree!
",20170908
"5338",18016,5715,"        When told this was so,
",20180420
"5339",10777,9310,"Real Programmers don't write in FORTRAN.  FORTRAN is for pipe stress freaks and
",20180404
"5340",10777,8316,"But only what I tell it.
",20180422
"5341",10777,5605,"Children are natural mimic who act like their parents despite every
",20170418
"5342",81400,8600,"A: Both of them.
",20170924
"5343",81400,5030,"There was a young lady from Hyde
",20170805
"5344",81400,315,"But only what I tell it.
",20180331
"5345",16775,7862,"Paranoids are people, too; they have their own problems.  It's easy to
",20170803
"5346",16775,5344,"to decadence without touching civilization.
",20180102
"5347",20317,8118,"as afterward.
",20170822
"5348",20317,1520,"                -- Henry Kissinger
",20170519
"5349",96471,4273,"No one can make you feel inferior without your consent.
",20180418
"5350",96471,2210,"        When told this was so,
",20170726
"5351",96996,7386,"World War IV will be fought with sticks and stones.""
",20171025
"5352",96996,6393,"""If you go on with this nuclear arms race, all you are going to do is
",20180310
"5353",96996,8612,"flag.
",20170927
"5354",80178,4329,"                -- Kehlog Albran
",20180211
"5355",80178,916,"if it were so, it would be; but as it isn't, it ain't.  That's logic!""
",20180307
"5356",25710,7297,"                -- Bill Hoest
",20170728
"5357",57651,1202,"SPELL quiche.  They eat Twinkies, and Szechwan food.
",20170824
"5358",57651,8132,"Happiness: An agreeable sensation arising from contemplating the misery
",20180310
"5359",57651,6105,"life.
",20170905
"5360",37917,8068,"        While her lover lamented
",20180201
"5361",64763,9776,"A: Both of them.
",20180427
"5362",31404,7331,"There was a young lady from Hyde
",20170331
"5363",78862,9162,"""Calvin Coolidge was the greatest man who ever came out of Plymouth
",20171114
"5364",60197,4675,"""Here at the Phone Company, we serve all kinds of people; from
",20180110
"5365",60197,4461,"Screw up your courage!  You've screwed up everything else.
",20170715
"5366",60197,7297,"Turnaucka's Law:
",20170412
"5367",33370,793,"Take heart amid the deepening gloom that your dog is finally getting
",20180424
"5368",33370,4951,"        (Waiter exits, returns)
",20170127
"5369",33370,6964,"Screw up your courage!  You've screwed up everything else.
",20170630
"5370",34351,2735,"Don't go surfing in South Dakota for a while.
",20171221
"5371",64766,1743,"                -- Senator Soaper
",20180208
"5372",64766,658,"Life is a yo-yo, and mankind ties knots in the string.
",20171008
"5373",60353,4194,"people.
",20180103
"5374",60353,6789,"        yourself as part of the problem.
",20170331
"5375",60353,341,"Christ: A man who was born at least 5,000 years ahead of his time.
",20180407
"5376",21474,2350,"And other erotic effects.
",20170528
"5377",21474,3521,"Condense soup, not books!
",20170601
"5378",95213,3900,"Screw up your courage!  You've screwed up everything else.
",20170510
"5379",44677,9570,"shortest, though.
",20170126
"5380",42855,7705,"it.
",20171221
"5381",75052,8061,"                -- Yiddish saying
",20171027
"5382",75052,9923,"Only adults have difficulty with childproof caps.
",20170530
"5383",75052,1673,"                -- Oscar Wilde
",20170106
"5384",66908,9335,"Hail to the sun god
",20170721
"5385",66908,5702,"A truly wise man never plays leapfrog with a unicorn.
",20171203
"5386",32221,8476,"Perhaps, unless the billboards fall
",20180430
"5387",32221,8997,">from the sun; there's a large meteor blocking transmission; or someone
",20171005
"5388",57822,4681,"Finagle's Creed:
",20170310
"5389",57822,8939,"
",20180409
"5390",26264,649,"We wish you a Hare Krishna
",20170426
"5391",38455,9924,"What nobody is sure about.
",20170324
"5392",38455,3137,"                -- Elbert Hubbard
",20170816
"5393",38455,1988,"Question:
",20180310
"5394",78970,8468,"be hard to understand.
",20180226
"5395",78970,8905,"Next Friday will not be your lucky day.  As a matter of fact, you don't
",20170223
"5396",39357,1390,"The only way to get rid of a temptation is to yield to it.
",20170801
"5397",39357,3137,"executive.
",20180425
"5398",86482,1923,"                -- R. Geis
",20171216
"5399",86482,4915,"world has ever seen.
",20170518
"5400",23652,6878,"Question:
",20180310
"5401",23652,8566,"A: Both of them.
",20171222
"5402",19208,9559,"Good day for overcoming obstacles.  Try a steeplechase.
",20180327
"5403",40802,2147,"""I just need enough to tide me over until I need more.""
",20170320
"5404",40802,9559,"                -- Charlie McCarthy
",20180111
"5405",73690,5517,"debugging sessions.
",20180210
"5406",73690,4938,"        electrical cord.
",20170608
"5407",96977,6186,"
",20170303
"5408",96977,9771,"        Its monitor loses so totally!
",20170731
"5409",96977,1093,"There's no future in time travel
",20170808
"5410",65789,6964,"Fashion is a form of ugliness so intolerable that we have to alter it
",20170616
"5411",64638,4951,"Accident: A condition in which presence of mind is good, but absence of
",20170209
"5412",64638,9110,"It is the business of the future to be dangerous.
",20180227
"5413",64638,1056,"Don't tell any big lies today.  Small ones can be just as effective.
",20170627
"5414",24738,4591,"A: Three.  One to screw in the lightbulb and two to fend off all those
",20180216
"5415",24738,4193,"Perhaps, unless the billboards fall
",20170828
"5416",68805,2953,"Never put off till tomorrow what you can avoid all together.
",20170429
"5417",68805,315,"        Western Civilization?
",20180211
"5418",68805,7535,"Let others think his heart is big,
",20171217
"5419",44364,9880,"find at least two human errors, including the error of blaming it on
",20180314
"5420",54348,9030,"There is no time like the present for postponing what you ought to be
",20170309
"5421",54348,6184,"About the time we think we can make ends meet, somebody moves the
",20180203
"5422",54348,7219,"Rivers are damp;
",20180113
"5423",91199,1763,"indigestion.
",20170616
"5424",17343,4063,"        If computers get too powerful, we can organize them into a
",20170701
"5425",25330,3016,"today.
",20180127
"5426",25330,3750,"The average woman would rather have beauty than brains, because the
",20171231
"5427",25330,1329,"The men sat sipping their tea in silence.  After a while the klutz
",20170421
"5428",54717,4195,"aureomycin, cocaine, interferon, and TLC.  The only ailment chicken
",20180423
"5429",54717,8542,"                -- Albert Einstein
",20170630
"5430",35947,6579,"        electrical cord.
",20170520
"5431",35947,2002,"Majority: That quality that distinguishes a crime from a law.
",20171224
"5432",35947,3444,"I never fail to convince an audience that the best thing they could do
",20170722
"5433",87475,2400,"        reject the proposal.
",20170724
"5434",99746,1529,"                -- Adlai Stevenson
",20180421
"5435",99746,5015,"God did not create the world in 7 days; he screwed around for 6 days
",20170822
"5436",75315,7523,"McGowan's Madison Avenue Axiom:
",20180227
"5437",75315,149,"The Second Law: The most you can accomplish by working is to break
",20170703
"5438",75315,5648,"debugging sessions.
",20180316
"5439",83118,2433,"Condense soup, not books!
",20170814
"5440",83118,1542,"tobacco in between.
",20180201
"5441",83118,3323,"                -- F. P. Jones
",20180123
"5442",83052,6142,"                -- Lily Tomlin
",20170301
"5443",83052,1127,"Whenever people agree with me I always feel I must be wrong.
",20170529
"5444",83052,5142,"        electrical cord.
",20180219
"5445",46293,2365,"There's no point in being grown up if you can't be childish sometimes.
",20180109
"5446",17131,6982,"                -- Lazarus Long
",20180228
"5447",15722,5606,"tomorrow!
",20170401
"5448",15722,932,"Real Programmers don't comment their code.  If it was hard to write, it should
",20171220
"5449",16557,7338,"And a Sun Myung Moon!
",20170219
"5450",16557,9906,"eat.
",20180201
"5451",26703,5323,"The new Congressmen say they're going to turn the government around.  I
",20180203
"5452",18887,4273,"Rivers are damp;
",20180422
"5453",47018,9974,"Flappity, floppity, flip
",20171224
"5454",47018,9712,"I never fail to convince an audience that the best thing they could do
",20170317
"5455",76308,881,"                -- Peter S. Beagle
",20170809
"5456",94922,1143,"SQL Symphony Concert",20170404
"5457",94922,1143,"SQL Symphony Concert",20180101
"5458",94922,1143,"SQL Symphony Concert",20170720
"5459",94922,1143,"SQL Symphony Concert",20180430
"5460",70259,7351,"Hire the morally handicapped.
",20180322
"5461",70259,1625,"Stop searching.  Happiness is right next to you.  Now, if they'd only
",20170504
"5462",74939,8193,"        If computers get too powerful, we can organize them into a
",20180329
"5463",74939,7894,"described with pictures.
",20171218
"5464",74939,9016,"Corollary:
",20171214
"5465",71839,4044,"analyzed, and replaced with new weaknesses.
",20171107
"5466",71839,3904,"Losing your drivers' license is just God's way of saying ""BOOGA, BOOGA!""
",20170616
"5467",95535,2652,"But scientists, who ought to know
",20180426
"5468",95535,1001,"        But the good ones I've seen
",20180425
"5469",95535,8622,"They're only trying to make me LOOK paranoid!
",20171014
"5470",48614,1988,"                -- Oscar Wilde
",20171120
"5471",48614,5519,"        ""Diet.""
",20170225
"5472",48614,2993,"                -- Mark Twain
",20170929
"5473",79346,3652,"
",20170129
"5474",79346,574,"A Lisp programmer knows the value of everything, but the cost of
",20170523
"5475",79346,5539,"Ingrate: A man who bites the hand that feeds him, and then complains of
",20180403
"5476",61885,777,"                -- John O'Hara
",20180209
"5477",61885,6114,"Due to a shortage of devoted followers, the production of great leaders
",20180325
"5478",61885,4993,"Dealing with failure is easy:  Work hard to improve.  Success is also
",20170127
"5479",38775,6463,"but that's because it's the best book on anything for the layman.
",20170704
"5480",29343,8057,"Help a swallow land at Capistrano.
",20171018
"5481",58048,6463,"Hire the morally handicapped.
",20180327
"5482",58048,9624,"Horse sense is the thing a horse has which keeps it from betting on
",20170508
"5483",91509,3823,"which means that if you rent an apartment, you are paying for three
",20170316
"5484",35434,4951,"three friends.  If they're ok, you're it.
",20180410
"5485",97887,7894,"                -- Groucho Marx
",20180406
"5486",15740,2858,"to decadence without touching civilization.
",20170405
"5487",15740,4329,"        3) ""If you were as smart as you think you are, you wouldn't be
",20170908
"5488",15740,1599,"Only God can make random selections.
",20170511
"5489",17989,124,"I have seen the future and it is just like the present, only longer.
",20170926
"5490",17989,104,"A closed mouth gathers no foot.
",20170923
"5491",17989,8426,"indigestion.
",20170823
"5492",39436,2659,"Anything labeled ""NEW"" and/or ""IMPROVED"" isn't.  The label means the
",20180125
"5493",39436,3896,"        stupidity.
",20170108
"5494",52563,4331,"        Its syntax worse than JOSS;
",20171031
"5495",52563,7947,"                -- Kehlog Albran
",20171210
"5496",27195,4252,"Fruit flies like a banana
",20170118
"5497",26998,8416,"        Oh, dear, where can the matter be
",20170821
"5498",26998,1581,"Christ: A man who was born at least 5,000 years ahead of his time.
",20170918
"5499",42749,6702,"        Never test for an error condition you don't know how to
",20170104
"5500",42749,5843,"I think it stupid of the Pig.
",20170603
"5501",42749,8176,"Perhaps, unless the billboards fall
",20170927
"5502",85257,1960,"soup can't cure is neurotic dependence on one's mother.
",20170403
"5503",85257,658,"Cleveland still lives.  God _m_u_s_t be dead.
",20171002
"5504",85257,7310,"        Johnny's so long at the fair.
",20180303
"5505",31037,5772,"Brain, v.: [as in ""to brain""] To rebuke bluntly, but not pointedly; to
",20180305
"5506",40551,7660,"Every hack had seven bugs;
",20171124
"5507",40551,8059,"                -- Groucho Marx
",20180303
"5508",40551,6642,"""All my friends and I are crazy.  That's the only thing that keeps us
",20180413
"5509",41970,3896,"                -- Ambrose Bierce
",20180417
"5510",50703,8421,"Justice: A decision in your favor.
",20171028
"5511",50703,2111,"system, in which all of its major weaknesses have been exposed,
",20170125
"5512",65458,2677,"The pot's at the other end.
",20171204
"5513",65458,6393,"Do what comes naturally now.  Seethe and fume and throw a tantrum.
",20170224
"5514",65458,8773,"World War IV will be fought with sticks and stones.""
",20180413
"5515",29085,8826,"Surprise your boss.  Get to work on time.
",20170915
"5516",29085,4329,"Naeser's Law:
",20171130
"5517",29085,2559,"        So seldom are clean,
",20170127
"5518",15963,5735,"        Never attribute to malice that which is adequately explained by
",20180205
"5519",15963,9373,"        Oh, dear, where can the matter be
",20170112
"5520",15963,363,"        reject the proposal.
",20180317
"5521",77728,9167,"                -- John Ciardi
",20171004
"5522",77728,2274,"She missed an invaluable opportunity to give him a look that you could
",20170326
"5523",71220,5628,"A diplomat is a man who can convince his wife she'd look stout in a
",20170212
"5524",69660,4702,"        Every instructor assumes that you have nothing else to do
",20171208
"5525",73838,3623,"A bachelor is a selfish, undeserving guy who has cheated some woman
",20170614
"5526",73838,7609,"                -- Mickey Mouse
",20170812
"5527",73838,2177,"        hits the paper.
",20170605
"5528",56039,1093,"headed.
",20170725
"5529",32021,9145,"                -- Oscar Wilde
",20170219
"5530",32021,5517,"Lysistrata had a good idea.
",20170409
"5531",71343,3378,"we can't control when the five year period will begin.
",20170726
"5532",71343,7378,"means the price went way up.
",20180228
"5533",26978,8538,"versa.
",20180210
"5534",26978,2559,"A city is a large community where people are lonesome together
",20170921
"5535",26978,769,"soap bubble?
",20180414
"5536",34898,8109,"Gives us ham and pork and Bacon.
",20170911
"5537",34898,9877,"San Francisco isn't what it used to be, and it never was.
",20171013
"5538",34898,6845,"                -- Oscar Wilde
",20171128
"5539",19196,3318,"                -- Macy's
",20180321
"5540",19196,1087,"it made.
",20170301
"5541",19196,6658,"system, in which all of its major weaknesses have been exposed,
",20170811
"5542",98329,1567,"As of next week, passwords will be entered in Morse code.
",20180430
"5543",98329,3151,"     If an item is advertised as ""under $50"", you can bet it's not $19.95.
",20180426
"5544",45407,1542,"Every program is a part of some other program, and rarely fits.
",20170904
"5545",45407,8667,"responsibility at the other.
",20171022
"5546",71793,7995,"                -- Bellamy Brooks
",20180209
"5547",71793,8152,"        And masculine urgin's,
",20180305
"5548",96897,7854,"people.
",20170110
"5549",21579,2033,"There was a young poet named Dan,
",20170418
"5550",84008,5091,"        it wasn't worth doing.
",20171230
"5551",88238,2714,"get used to it.
",20180127
"5552",88238,5011,"the light comes on.
",20170703
"5553",44103,1468,"Your analyst has you mixed up with another patient.  Don't believe a
",20180114
"5554",29394,3589,"Others will look to you for stability, so hide when you bite your
",20170806
"5555",29394,1851,"take a bath...
",20170829
"5556",29394,1785,"Diplomacy is the art of saying ""nice doggy"" until you can find a rock.
",20170718
"5557",18562,7338,"Do not take life too seriously; you will never get out if it alive.
",20170324
"5558",18562,4291,"A computer, to print out a fact,
",20171110
"5559",18568,2475,"Underlying Principle of Socio-Genetics:
",20170403
"5560",18568,2035,"                -- Bertold Brecht
",20170111
"5561",14351,5605,"Nihilism should commence with oneself.
",20170102
"5562",14351,9,"Signs of crime: screaming or cries for help.
",20180319
"5563",53915,7504,"A year spent in artificial intelligence is enough to make one believe
",20170515
"5564",53915,2033,"computer crashes.
",20180322
"5565",53915,5512,"Xerox never comes up with anything original.
",20170418
"5566",75994,5880,"Keep grandma off the streets -- legalize bingo.
",20170907
"5567",75994,6993,"Good day to let down old friends who need help.
",20180206
"5568",31887,7258,"Earn cash in your spare time -- blackmail your friends
",20180128
"5569",23409,3779,"They also surf who only stand on waves.
",20170708
"5570",75226,9372,"returns of conjecture out of such a trifling investment of fact.
",20170917
"5571",90306,5383,"To prove this to yourself, try opening the refrigerator door before
",20170818
"5572",90306,6236,"will be temporarily canceled.
",20170203
"5573",82253,7219,"Every bug had seven manifestations;
",20171018
"5574",20053,5865,"Conway's Law:
",20180120
"5575",20053,3885,"conventional thing to happen to him.
",20180310
"5576",83198,2858,"        2) ""You and what army?""
",20170601
"5577",70448,3841,"crystallography weenies.
",20171211
"5578",70448,4072,"        Thy programs run, thy syscalls done,
",20170320
"5579",63508,3670,"Menu: A list of dishes which the restaurant has just run out of
",20180322
"5580",63508,6437,"                -- Ambrose Bierce
",20170829
"5581",86294,1563,"                -- Hilaire Belloc
",20171224
"5582",86294,9289,"""Just once, I wish we would encounter an alien menace that wasn't
",20170510
"5583",15809,2230,"If you make people think they're thinking, they'll love you; but if you
",20170920
"5584",15809,2111,"Fourth Law of Applied Terror:
",20170503
"5585",54966,7459,"In a chronodimensional skip.
",20170427
