"","person_id","transcript"
"926",72540,"angrily: ‘really you are very dull!’
"
"927",13995,"which wasn’t much.
"
"928",24394,"‘We called him Tortoise because he taught us,’ said the Mock Turtle
"
"929",59584,"her a good deal until she made out what it was: she was beginning to
"
"930",28904,"
"
"931",22644,"in the world am I? Ah, THAT’S the great puzzle!’ And she began thinking
"
"932",21616,"‘Treacle,’ said a sleepy voice behind her.
"
"933",41305,"way of speaking to a mouse: she had never done such a thing before, but
"
"934",34646,"through the little door into that lovely garden. First, however, she
"
"935",86588,"that she did not dare to laugh; and, as she could not think of anything
"
"936",96927,"meaning in it.’
"
"937",82655,"verdict,’ he said to the jury, in a low, trembling voice.
"
"938",31247,"CHAPTER II. The Pool of Tears
"
"939",60544,"The Hatter opened his eyes very wide on hearing this; but all he SAID
"
"940",84249,"     “Up above the world you fly,
"
"941",48349,"all the while, and fighting for the hedgehogs; and in a very short
"
"942",65889,"begged the Mouse to tell them something more.
"
"943",36384,"‘Yes,’ said Alice, ‘we learned French and music.’
"
"944",10016,"
"
"945",11018,"
"
"946",29124,"  *    *    *    *    *    *    *
"
"947",58567,"door, staring stupidly up into the sky.
"
"948",12839,"‘And be quick about it,’ added the Hatter, ‘or you’ll be asleep again
"
"949",62171,"things happening. While she was looking at the place where it had been,
"
"950",60983,"painting them red. Alice thought this a very curious thing, and she went
"
"951",32998,"her a good deal until she made out what it was: she was beginning to
"
"952",43764,"
"
"953",83263,"
"
"954",35441,"‘Then the words don’t FIT you,’ said the King, looking round the court
"
"955",41033,"
"
"956",79522,"
"
"957",17397,"very soon found an opportunity of taking it away. She did it so quickly
"
"958",58761,"remained some time after the rest of it had gone.
"
"959",22150,"
"
"960",87117,"into the loveliest garden you ever saw. How she longed to get out of
"
"961",95738,"have got altered.’
"
"962",49157,"
"
"963",67993,"‘Of the mushroom,’ said the Caterpillar, just as if she had asked it
"
"964",38749,"others all joined in chorus, ‘Yes, please do!’ but the Mouse only shook
"
"965",69856,"what they said.
"
"966",12732," See how eagerly the lobsters and the turtles all advance!
"
"967",60222,"to them, and all dripping wet, cross, and uncomfortable.
"
"968",66396,"
"
"969",36443,"
"
"970",47126,"‘So he did, so he did,’ said the Gryphon, sighing in his turn; and both
"
"971",82588,"
"
"972",85645,"yesterday you deserved to be beheaded!’
"
"973",22838,"as all that.’
"
"974",89863,"made out that she was in the pool of tears which she had wept when she
"
"975",49096,"get into the garden, and I don’t care which happens!’
"
"976",28862,"archbishop find?’
"
"977",81055,"she thought, and looked into its eyes again, to see if there were any
"
"978",97406,"‘Not yet, not yet!’ the Rabbit hastily interrupted. ‘There’s a great
"
"979",60279,"up.’
"
"980",17193,"replied; ‘and then the different branches of Arithmetic--Ambition,
"
"981",61090,"     “Up above the world you fly,
"
"982",85026,"jumping about like mad things all this time, sat down again very sadly
"
"983",90105,"‘explanations take such a dreadful time.’
"
"984",95086,"ferrets! Where CAN I have dropped them, I wonder?’ Alice guessed in a
"
"985",80195,"way of speaking to a mouse: she had never done such a thing before, but
"
"986",69339,"till she heard a little animal (she couldn’t guess of what sort it was)
"
"987",19277,"to dive in among the leaves, which she found to be nothing but the tops
"
"988",80610,"back to the table, half hoping she might find another key on it, or at
"
"989",34960,"eagerly, half hoping that the Mouse had changed his mind, and was coming
"
"990",79551,"‘Well, it’s got no business there, at any rate: go and take it away!’
"
"991",53341,"By the time she had caught the flamingo and brought it back, the fight
"
"992",45037,"
"
"993",73184,"‘Nothing whatever,’ said Alice.
"
"994",52243,"there WAS no one listening, this time, as it didn’t sound at all the
"
"995",30118,"I should frighten them out of their wits!’ So she began nibbling at the
"
"996",87998,"and skurried away into the darkness as hard as he could go.
"
"997",27976,"an immense length of neck, which seemed to rise like a stalk out of a
"
"998",46286,"every now and then she had to stop and untwist it. After a while she
"
"999",22365,"Alice did not dare to disobey, though she felt sure it would all come
"
"1000",76790,"to the dance. So they got thrown out to sea. So they had to fall a long
"
"1001",44988,"as the Rabbit, and had no reason to be afraid of it.
"
"1002",55409,"she hastily dried her eyes to see what was coming. It was the White
"
"1003",88383,"
"
"1004",67577,"grow up, I’ll write one--but I’m grown up now,’ she added in a sorrowful
"
"1005",20775,"twenty-four hours to turn round on its axis--’
"
"1006",94087,"those cool fountains, but she could not even get her head through the
"
"1007",54721,"She was moving them about as she spoke, but no result seemed to follow,
"
"1008",30556,"And she went on planning to herself how she would manage it. ‘They must
"
"1009",62596,"fetch it here, lad!--Here, put ‘em up at this corner--No, tie ‘em
"
"1010",45548,"now and then; such as, ‘Sure, I don’t like it, yer honour, at all, at
"
"1011",54201,"
"
"1012",37325,"
"
"1013",24514,"about it.’ (The jury all looked puzzled.)
"
"1014",90171,"you know.’
"
"1015",11140,"turned out, and, by the time they had settled down again, the cook had
"
"1016",47364,"
"
"1017",45875,"       house,
"
"1018",85079,"
"
"1019",24954,"
"
"1020",27707,"was a little startled by seeing the Cheshire Cat sitting on a bough of a
"
"1021",23394,"
"
"1022",23804,"         dear Sir,
"
"1023",67417,"I’m quite tired of being such a tiny little thing!’
"
"1024",18116,"the right-hand bit to try the effect: the next moment she felt a violent
"
"1025",33441,"look through into the garden with one eye; but to get through was more
"
"1026",60229,"
"
"1027",13664,"ever having seen such a thing.
"
"1028",20716,"beasts and other unpleasant things, all because they WOULD not remember
"
"1029",83188,"
"
"1030",71545,"Alice began to feel very uneasy: to be sure, she had not as yet had any
"
"1031",79317,"‘Of course not,’ said the Mock Turtle: ‘why, if a fish came to ME, and
"
"1032",39786,"‘At any rate I’ll never go THERE again!’ said Alice as she picked her
"
"1033",64960,"‘I don’t think they play at all fairly,’ Alice began, in rather a
"
"1034",28294,"eyes were getting extremely small for a baby: altogether Alice did not
"
"1035",72268,"
"
"1036",70884,"was a little startled by seeing the Cheshire Cat sitting on a bough of a
"
"1037",51154,"bank, and of having nothing to do: once or twice she had peeped into the
"
"1038",16759,"sneezed occasionally; and as for the baby, it was sneezing and howling
"
"1039",36774,"and sadly:--
"
"1040",95553,"sight, they were getting so far off). ‘Oh, my poor little feet, I wonder
"
"1041",47107,"
"
"1042",65956,"
"
"1043",28350,"‘It was much pleasanter at home,’ thought poor Alice, ‘when one wasn’t
"
"1044",27123,"crown. William’s conduct at first was moderate. But the insolence of his
"
"1045",52978,"‘Come, let’s try the first figure!’ said the Mock Turtle to the Gryphon.
"
"1046",73578,"But at any rate he might answer questions.--How am I to get in?’ she
"
"1047",98357,"‘Dinah’s our cat. And she’s such a capital one for catching mice you
"
"1048",74258,"
"
"1049",94632,"‘Would it be of any use, now,’ thought Alice, ‘to speak to this mouse?
"
"1050",68476,"rather shyly, ‘I--I hardly know, sir, just at present--at least I know
"
"1051",91250,"any more!’ And here poor Alice began to cry again, for she felt very
"
"1052",84552,"She stretched herself up on tiptoe, and peeped over the edge of the
"
"1053",38548,"‘It is wrong from beginning to end,’ said the Caterpillar decidedly, and
"
"1054",91023,"
"
"1055",66393,"and said ‘That’s very curious.’
"
"1056",15992,"This was quite a new idea to Alice, and she thought it over a little
"
"1057",45101,"the Mouse’s tail; ‘but why do you call it sad?’ And she kept on puzzling
"
"1058",69083,"passion. She had already heard her sentence three of the players to be
"
"1059",94844,"all their simple sorrows, and find a pleasure in all their simple joys,
"
"1060",88064,"the other players, and shouting ‘Off with his head!’ or ‘Off with her
"
"1061",22162,"Alice felt dreadfully puzzled. The Hatter’s remark seemed to have no
"
"1062",94180,"
"
"1063",56894,"‘I’m NOT a serpent!’ said Alice indignantly. ‘Let me alone!’
"
"1064",76161,"Alice was thoroughly puzzled. ‘Does the boots and shoes!’ she repeated
"
"1065",14771,"‘Then it ought to be Number One,’ said Alice.
"
"1066",63363,"
"
"1067",45861,"‘I think I should understand that better,’ Alice said very politely, ‘if
"
"1068",94307,"
"
"1069",40783,"saw the White Rabbit. She was a little nervous about it just at first,
"
"1070",70408,"things of this sort in her lessons in the schoolroom, and though this
"
"1071",91017,"Just as she said this, she noticed that one of the trees had a door
"
"1072",72679,"to find her way out. ‘I shall be punished for it now, I suppose, by
"
"1073",37458,"you know.’
"
"1074",36994,"The Dormouse shook its head impatiently, and said, without opening its
"
"1075",39515,"nearer, Alice could hear him sighing as if his heart would break. She
"
"1076",88643,"‘That depends a good deal on where you want to get to,’ said the Cat.
"
"1077",45012,"growing on it were white, but there were three gardeners at it, busily
"
"1078",63370,"do a thing I ask! It’s always six o’clock now.’
"
"1079",18215,"
"
"1080",69154,"explain to you how it was done. They had a large canvas bag, which tied
"
"1081",41137,"things happening. While she was looking at the place where it had been,
"
"1082",68821,"‘But about his toes?’ the Mock Turtle persisted. ‘How COULD he turn them
"
"1083",79484,"
"
"1084",15930,"Alice was rather doubtful whether she ought not to lie down on her face
"
"1085",10155,"Alice had been all the way down one side and up the other, trying every
"
"1086",16401,"
"
"1087",99246,"‘Right, as usual,’ said the Duchess: ‘what a clear way you have of
"
"1088",47047,"tiptoe, put his mouth close to her ear, and whispered ‘She’s under
"
"1089",45086,"Either the well was very deep, or she fell very slowly, for she had
"
"1090",90809,"that the Queen was close behind her, listening: so she went on,
"
"1091",41450,"came upon a neat little house, on the door of which was a bright brass
"
"1092",94041,"(for when she looked down at her feet, they seemed to be almost out of
"
"1093",94553,"see its meaning.
"
"1094",72481,"
"
"1095",80270,"‘They were obliged to have him with them,’ the Mock Turtle said: ‘no
"
"1096",24015,"
"
"1097",48990,"herself. ‘Shy, they seem to put everything upon Bill! I wouldn’t be in
"
"1098",36827,"
"
"1099",48592,"about it.’ (The jury all looked puzzled.)
"
"1100",49596,"your Majesty?’ he asked.
"
"1101",44180,"consultation about this, and after a few minutes it seemed quite natural
"
"1102",72071,"she hastily dried her eyes to see what was coming. It was the White
"
"1103",72270,"moment that it was looking for the fan and the pair of white kid gloves,
"
"1104",39839,"When the procession came opposite to Alice, they all stopped and looked
"
"1105",30828,"arms, took the hookah out of its mouth again, and said, ‘So you think
"
"1106",77342,"‘Take off your hat,’ the King said to the Hatter.
"
"1107",29414,"ear and left foot, so as to prevent its undoing itself,) she carried
"
"1108",74269,"
"
"1109",98268,"
"
"1110",69841,"‘Oh, I know!’ exclaimed Alice, who had not attended to this last remark,
"
"1111",53906,"‘I’ll fetch the executioner myself,’ said the King eagerly, and he
"
"1112",78969,"living would be like, but it puzzled her too much, so she went on: ‘But
"
"1113",61941,"   My notion was that you had been
"
"1114",89555,"Turtle.’
"
"1115",80871,"behind it, it occurred to her that she might as well look and see what
"
"1116",32135,"child; ‘but little girls eat eggs quite as much as serpents do, you
"
"1117",32957,"This was not an encouraging opening for a conversation. Alice replied,
"
"1118",38392,"did you ever eat a bat?’ when suddenly, thump! thump! down she came upon
"
"1119",99546," “There is another shore, you know, upon the other side.
"
"1120",78968,"‘Dinah’s our cat. And she’s such a capital one for catching mice you
"
"1121",23103,"was over, and both the hedgehogs were out of sight: ‘but it doesn’t
"
"1122",64249,"Alice was silent.
"
"1123",61501,"glass; there was nothing on it except a tiny golden key, and Alice’s
"
"1124",62617,"
"
"1125",87970,"about it.’ (The jury all looked puzzled.)
"
"1126",80185,"‘Did you say “What a pity!”?’ the Rabbit asked.
"
"1127",76568,"as she spoke. (The unfortunate little Bill had left off writing on his
"
"1128",40637,"
"
"1129",68244,"
"
"1130",69079,"‘Shall we try another figure of the Lobster Quadrille?’ the Gryphon went
"
"1131",66636,"‘If you knew Time as well as I do,’ said the Hatter, ‘you wouldn’t talk
"
"1132",39366,"
"
"1133",54451,"‘Nonsense!’ said Alice, very loudly and decidedly, and the Queen was
"
"1134",61968,"    Involved in this affair,
"
"1135",12329,"‘It’s the Cheshire Cat: now I shall have somebody to talk to.’
"
"1136",81204,"CAN have happened to me! When I used to read fairy-tales, I fancied that
"
"1137",48498,"‘--you advance twice--’
"
"1138",45317,"There was not a moment to be lost: away went Alice like the wind, and
"
"1139",39717,"
"
"1140",91414,"but at any rate it would not open any of them. However, on the second
"
"1141",24809,"
"
"1142",99835,"do you know that you’re mad?’
"
"1143",91547,"   For he can thoroughly enjoy
"
"1144",49043,"way, and the whole party swam to the shore.
"
"1145",83744,"uglifying!’ it exclaimed. ‘You know what to beautify is, I suppose?’
"
"1146",20929,"Alice looked down at them, and considered a little before she gave her
"
"1147",20481,"that was sitting on the top with its arms folded, quietly smoking a long
"
"1148",43210,"
"
"1149",69632,"      On every golden scale!
"
"1150",15202,"name ‘Alice!’
"
"1151",48987,"This was such a new idea to Alice, that she was quite silent for a
"
"1152",45860,"had!’
"
"1153",91862,"     Beautiful, beauti--FUL SOUP!’
"
"1154",72302,"
"
"1155",53668,"    nothing
"
"1156",65193,"
"
"1157",37237,"
"
"1158",62684,"you, and must know better’; and this Alice would not allow without
"
"1159",47100,"The Fish-Footman began by producing from under his arm a great letter,
"
"1160",14295,"
"
"1161",65808,"Alice noticed with some surprise that the pebbles were all turning into
"
"1162",70361,"
"
"1163",78709,"his note-book, cackled out ‘Silence!’ and read out from his book, ‘Rule
"
"1164",60944,"Lastly, she pictured to herself how this same little sister of hers
"
"1165",75804,"Alice had been looking over his shoulder with some curiosity. ‘What a
"
"1166",16089,"
"
"1167",80647,"The other guests had taken advantage of the Queen’s absence, and were
"
"1168",69989,"and when she had tired herself out with trying, the poor little thing
"
"1169",10723,"by another footman in livery, with a round face, and large eyes like a
"
"1170",87221,"other: the only difficulty was, that her flamingo was gone across to the
"
"1171",24173,"And with that she began nursing her child again, singing a sort of
"
"1172",62915,"him,) ‘I’ll give him sixpence. _I_ don’t believe there’s an atom of
"
"1173",77114,"sitting sad and lonely on a little ledge of rock, and, as they came
"
"1174",62561,"
"
"1175",75702,"King.
"
"1176",48867,"
"
"1177",36344,"his fan and gloves--that is, if I can find them.’ As she said this, she
"
"1178",62842,"There was a long silence after this, and Alice could only hear whispers
"
"1179",18718,"
"
"1180",62055,"    (We know it to be true):
"
"1181",16793,"added the Gryphon; and then they both sat silent and looked at poor
"
"1182",96352,"    I beat him when he sneezes;
"
"1183",45154,"
"
"1184",22460,"remedies--’
"
"1185",78394,"walking by the White Rabbit, who was peeping anxiously into her face.
"
"1186",32199,"led into the garden. Then she went to work nibbling at the mushroom (she
"
"1187",31634,"
"
"1188",39439,"‘No, no!’ said the Queen. ‘Sentence first--verdict afterwards.’
"
"1189",81650,"
"
"1190",45678,"And the executioner went off like an arrow.
"
"1191",15171,"the verses to himself: ‘“WE KNOW IT TO BE TRUE--” that’s the jury, of
"
"1192",28404,"sort of way, ‘Do cats eat bats? Do cats eat bats?’ and sometimes, ‘Do
"
"1193",46720,"HAD THIS FIT--” you never had fits, my dear, I think?’ he said to the
"
"1194",67174,"
"
"1195",29387,"to find her way out. ‘I shall be punished for it now, I suppose, by
"
"1196",95299,"‘Oh, YOU sing,’ said the Gryphon. ‘I’ve forgotten the words.’
"
"1197",24651,"The King laid his hand upon her arm, and timidly said ‘Consider, my
"
"1198",32786,"doesn’t like changing so often, you know.’
"
"1199",79506,"that she did not dare to laugh; and, as she could not think of anything
"
"1200",76078,"was on the top of it.
"
"1201",81358,"all spoke at once, she found it very hard indeed to make out exactly
"
"1202",18315,"The table was a large one, but the three were all crowded together at
"
"1203",39182,"
"
"1204",96595,"head in the lap of her sister, who was gently brushing away some dead
"
"1205",23393,"to be, from one minute to another! However, I’ve got back to my right
"
"1206",11084,"could not stand, and she went round the court and got behind him, and
"
"1207",89180,"So she set the little creature down, and felt quite relieved to see
"
"1208",50978,"
"
"1209",42626,"hurried off.
"
"1210",29236,"
"
"1211",46586,"Alice, who felt ready to sink into the earth. At last the Gryphon said
"
"1212",28666,"the door, she ran out of the house, and found quite a crowd of little
"
"1213",82547,"‘And who are THESE?’ said the Queen, pointing to the three gardeners who
"
"1214",90006,"child; ‘but little girls eat eggs quite as much as serpents do, you
"
"1215",54617,"to repeat it, when a cry of ‘The trial’s beginning!’ was heard in the
"
"1216",85306,"arms, took the hookah out of its mouth again, and said, ‘So you think
"
"1217",59449,"
"
"1218",41285,"         YOU.--Come,
"
"1219",32006,"one way up as the other.’
"
"1220",39250,"serpents! There’s no pleasing them!’
"
"1221",67482,"ladder?--Why, I hadn’t to bring but one; Bill’s got the other--Bill!
"
"1222",78284,"fish)--and rapped loudly at the door with his knuckles. It was opened
"
"1223",92983,"There was not a moment to be lost: away went Alice like the wind, and
"
"1224",42573,"Turn that Dormouse out of court! Suppress him! Pinch him! Off with his
"
"1225",17394,"
"
"1226",27902,"it suddenly appeared again.
"
"1227",98742,"
"
"1228",61303,"up at the mouth with strings: into this they slipped the guinea-pig,
"
"1229",26718,"‘Well, it’s got no business there, at any rate: go and take it away!’
"
"1230",39895,"birds with draggled feathers, the animals with their fur clinging close
"
"1231",15652,"
"
"1232",55271,"people began running about in all directions, tumbling up against each
"
"1233",26334,"
"
"1234",78264,"
"
"1235",73410,"yourself.’
"
"1236",35575,"bottle that stood near the looking-glass. There was no label this time
"
"1237",14297,"  *    *    *    *    *    *    *
"
"1238",28386,"
"
"1239",16647,"and not to her, so she took courage, and went on again:--
"
"1240",97027,"
"
"1241",87542,"except a little shaking among the distant green leaves.
"
"1242",45444,"mouth; but she did it at last, and managed to swallow a morsel of the
"
"1243",70558,"
"
"1244",47815,"along the course, here and there. There was no ‘One, two, three, and
"
"1245",75648,"‘You are,’ said the King.
"
"1246",41177,"
"
"1247",64450,"‘Oh, I’m not particular as to size,’ Alice hastily replied; ‘only one
"
"1248",98261,"‘YOU’D better not talk!’ said Five. ‘I heard the Queen say only
"
"1249",80837,"again.
"
"1250",22988,"vanishing so suddenly: you make one quite giddy.’
"
"1251",45059,"‘for I can’t understand it myself to begin with; and being so many
"
"1252",49604,"the door, she ran out of the house, and found quite a crowd of little
"
"1253",92248,"Very soon the Rabbit noticed Alice, as she went hunting about, and
"
"1254",23868,"
"
"1255",32555,"It was so long since she had been anything near the right size, that it
"
"1256",97231,"
"
"1257",70179,"they walked off together.
"
"1258",17676,"
"
"1259",77463,"saying anything more till the Pigeon had finished.
"
"1260",33443,"to take out of it, and burning with curiosity, she ran across the field
"
"1261",59099,"This sounded promising, certainly: Alice turned and came back again.
"
"1262",79172,"
"
"1263",70413,"There seemed to be no use in waiting by the little door, so she went
"
"1264",84277,"
"
"1265",83635,"officers: but the Hatter was out of sight before the officer could get
"
"1266",91209,"dare say there may be ONE.’
"
"1267",97971,"on. Her listeners were perfectly quiet till she got to the part about
"
"1268",20592,"thimble’; and, when it had finished this short speech, they all cheered.
"
"1269",15161,"
"
"1270",46919,"So you see, Miss, we’re doing our best, afore she comes, to--’ At this
"
"1271",71608,"Alice was beginning to get very tired of sitting by her sister on the
"
"1272",84814,"Dinah, and saying to her very earnestly, ‘Now, Dinah, tell me the truth:
"
"1273",24551,"So she called softly after it, ‘Mouse dear! Do come back again, and we
"
"1274",77052,"the Queen, who was passing at the moment, ‘My dear! I wish you would
"
"1275",17509,"sea. The master was an old Turtle--we used to call him Tortoise--’
"
"1276",23064,"only too glad to do so.
"
"1277",53414,"key and hurried off to the garden door.
"
"1278",59389,"‘No, I didn’t,’ said Alice: ‘I don’t think it’s at all a pity. I said
"
"1279",89749,"‘The reason is,’ said the Gryphon, ‘that they WOULD go with the lobsters
"
"1280",36298,"
"
"1281",98003,"evidently meant for her.
"
"1282",66441,"the Duchess and the baby--the fire-irons came first; then followed a
"
"1283",68286,"ringlets, and mine doesn’t go in ringlets at all; and I’m sure I can’t
"
"1284",34773,"
"
"1285",93409,"made out that she was in the pool of tears which she had wept when she
"
"1286",85813,"    Exactly as we were.
"
"1287",26656,"
"
"1288",72700,"Alice a little timidly: ‘but it’s no use going back to yesterday,
"
"1289",45958,"
"
"1290",82700,"‘Then you may SIT down,’ the King replied.
"
"1291",41968,"‘You shan’t be beheaded!’ said Alice, and she put them into a large
"
"1292",76914,"The long grass rustled at her feet as the White Rabbit hurried by--the
"
"1293",96609,"which the wretched Hatter trembled so, that he shook both his shoes off.
"
"1294",87912,"kept fanning herself all the time she went on talking: ‘Dear, dear! How
"
"1295",77142,"be Mabel, for I know all sorts of things, and she, oh! she knows such a
"
"1296",57851,"‘Mine is a long and a sad tale!’ said the Mouse, turning to Alice, and
"
"1297",21359,"candle is like after the candle is blown out, for she could not remember
"
"1298",96834,"
"
"1299",81507,"tone, ‘I’m afraid I’ve offended it again!’ For the Mouse was swimming
"
"1300",76355,"(IF you don’t know what a Gryphon is, look at the picture.) ‘Up, lazy
"
"1301",77106,"the Dodo suddenly called out ‘The race is over!’ and they all crowded
"
"1302",58107,"feebly stretching out one paw, trying to touch her. ‘Poor little thing!’
"
"1303",62548,"
"
"1304",94931,"the Lizard in head downwards, and the poor little thing was waving its
"
"1305",49568,"‘Not like cats!’ cried the Mouse, in a shrill, passionate voice. ‘Would
"
"1306",89531,"‘But I don’t want to go among mad people,’ Alice remarked.
"
"1307",31003,"
"
"1308",21761,"
"
"1309",76853,"be NO mistake about it: it was neither more nor less than a pig, and she
"
"1310",25077,"beheaded, and that you weren’t to talk nonsense.
"
"1311",98629,"a hurry that she tipped over the jury-box with the edge of her skirt,
"
"1312",20965,"
"
"1313",18016,"arranged; the only difficulty was, that she had not the smallest idea
"
"1314",10777,"wrote down all three dates on their slates, and then added them up, and
"
"1315",81400,"a deal too flustered to tell you--all I know is, something comes at me
"
"1316",96996,"the best thing to get us dry would be a Caucus-race.’
"
"1317",25710,"change the subject.
"
"1318",37917,"‘You mean you can’t take LESS,’ said the Hatter: ‘it’s very easy to take
"
"1319",64763,"‘--and I hadn’t begun my tea--not above a week or so--and what with the
"
"1320",78862,"much larger than a rat-hole: she knelt down and looked along the passage
"
"1321",34351,"Alice opened the door and found that it led into a small passage, not
"
"1322",64766,"As they walked off together, Alice heard the King say in a low voice,
"
"1323",60353,"    You gave us three or more;
"
"1324",21474,"
"
"1325",44677,"to Alice an excellent opportunity for croqueting one of them with the
"
"1326",66908,"
"
"1327",57822,"‘That depends a good deal on where you want to get to,’ said the Cat.
"
"1328",26264,"for the next moment a shower of little pebbles came rattling in at the
"
"1329",38455,"There was a dead silence instantly, and Alice thought to herself, ‘I
"
"1330",73690,"hand and a piece of bread-and-butter in the other. ‘I beg pardon, your
"
"1331",96977,"suppose I ought to eat or drink something or other; but the great
"
"1332",64638,"
"
"1333",68805,"rather shyly, ‘I--I hardly know, sir, just at present--at least I know
"
"1334",25330,"
"
"1335",54717,"
"
"1336",35947,"The rabbit-hole went straight on like a tunnel for some way, and then
"
"1337",87475,"tone. ‘Nobody seems to like her, down here, and I’m sure she’s the best
"
"1338",99746,"
"
"1339",83118,"a procession,’ thought she, ‘if people had all to lie down upon their
"
"1340",46293,"Distraction, Uglification, and Derision.’
"
"1341",15722,"on. Her listeners were perfectly quiet till she got to the part about
"
"1342",76308,"
"
"1343",94922,"
"
"1344",74939,"
"
"1345",71839,"‘Why, SHE,’ said the Gryphon. ‘It’s all her fancy, that: they never
"
"1346",95535,"Alice didn’t think that proved it at all; however, she went on ‘And how
"
"1347",79346,"
"
"1348",61885,"     How I wonder what you’re at!”
"
"1349",29343,"tone. ‘The Queen will hear you! You see, she came rather late, and the
"
"1350",58048,"‘You are,’ said the King.
"
"1351",91509,"‘I dare say you’re wondering why I don’t put my arm round your waist,’
"
"1352",97887,"back to the table, half hoping she might find another key on it, or at
"
"1353",15740,"was beating her violently with its wings.
"
"1354",17989,"gardeners instantly jumped up, and began bowing to the King, the Queen,
"
"1355",39436,"saying, in a solemn tone, ‘For the Duchess. An invitation from the Queen
"
"1356",52563,"to say, she simply bowed, and took the thimble, looking as solemn as she
"
"1357",26998,"but I don’t remember where.’
"
"1358",65458,"
"
"1359",15963,"of THAT is--“Take care of the sense, and the sounds will take care of
"
"1360",77728,"‘Let’s go on with the game,’ the Queen said to Alice; and Alice was
"
"1361",71220,"
"
"1362",56039,"appear, and after a minute or two she walked on in the direction in
"
"1363",32021,"‘Why,’ said the Dodo, ‘the best way to explain it is to do it.’ (And, as
"
"1364",34898,"sudden change, but very glad to find herself still in existence; ‘and
"
"1365",96897,"see whether it’s marked “poison” or not’; for she had read several nice
"
"1366",21579,"Presently she began again. ‘I wonder if I shall fall right THROUGH the
"
"1367",84008,"‘May it please your Majesty,’ said Two, in a very humble tone, going
"
"1368",88238,"
"
"1369",18562,"
"
"1370",18568,"it: for she thought, and rightly too, that very few little girls of her
"
"1371",53915,"tea-things are put out here?’ she asked.
"
"1372",75994,"tone. ‘Nobody seems to like her, down here, and I’m sure she’s the best
"
"1373",31887,"‘Collar that Dormouse,’ the Queen shrieked out. ‘Behead that Dormouse!
"
"1374",82253,"‘Thinking again?’ the Duchess asked, with another dig of her sharp
"
"1375",70448,"‘If you didn’t sign it,’ said the King, ‘that only makes the matter
"
"1376",63508,"‘It’s all about as curious as it can be,’ said the Gryphon.
"
"1377",86294,"    ‘I feared it might injure the brain;
"
"1378",54966,"to the company generally, ‘You are all pardoned.’ ‘Come, THAT’S a good
"
"1379",26485,"to herself, ‘it would have made a dreadfully ugly child: but it makes
"
"1380",77247," ‘“Will you walk a little faster?” said a whiting to a snail.
"
"1381",83025,"last in the beautiful garden, among the bright flower-beds and the cool
"
"1382",40804,"looked like the right thing to eat or drink under the circumstances.
"
"1383",35576,"anxiously over his shoulder as he spoke, and then raised himself upon
"
"1384",49126,"‘Oh, I’m not particular as to size,’ Alice hastily replied; ‘only one
"
"1385",26566,"‘Why, SHE, of course,’ said the Dodo, pointing to Alice with one finger;
"
"1386",41851,"‘What for?’ said the one who had spoken first.
"
"1387",36172,"       HEARTHRUG,
"
"1388",82453,"           death.”’
"
"1389",60383,"was sneezing on the Duchess’s knee, while plates and dishes crashed
"
"1390",54211,"a-piece all round.
"
"1391",86298,"just succeeded in curving it down into a graceful zigzag, and was going
"
"1392",70618,"cheated herself in a game of croquet she was playing against herself,
"
"1393",61897,"Suddenly she came upon a little three-legged table, all made of solid
"
"1394",40588,"
"
"1395",30585,"These were the verses the White Rabbit read:--
"
"1396",37427,"It did so indeed, and much sooner than she had expected: before she had
"
"1397",18324,"
"
"1398",72835,"
"
"1399",15710,"
"
"1400",70482,"‘I thought it would,’ said the Cat, and vanished again.
"
"1401",78893,"frightened Mouse splashed his way through the neighbouring pool--she
"
"1402",27093,"
"
"1403",78023,"‘You’ll see me there,’ said the Cat, and vanished.
"
"1404",80252,"of the house!’ (Which was very likely true.)
"
"1405",85885,"was over, and both the hedgehogs were out of sight: ‘but it doesn’t
"
"1406",55468,"
"
"1407",79781,"neck would bend about easily in any direction, like a serpent. She had
"
"1408",40933,"Wonderland, though she knew she had but to open them again, and all
"
"1409",86557,"
"
"1410",97786,"Just then she heard something splashing about in the pool a little way
"
"1411",56564,"‘How do you like the Queen?’ said the Cat in a low voice.
"
"1412",59139,"nearly out of sight, he said in a deep voice, ‘What are tarts made of?’
"
"1413",79469,"
"
"1414",82222,"‘I’ve heard something like it,’ said Alice.
"
"1415",21772,"
"
"1416",68085,"The Hatter shook his head mournfully. ‘Not I!’ he replied. ‘We
"
"1417",99122,"‘Come, it’s pleased so far,’ thought Alice, and she went on. ‘Would you
"
"1418",85410,"     Beau--ootiful Soo--oop!
"
"1419",56424,"
"
"1420",61039,"when I learn music.’
"
"1421",92900,"The Mouse only growled in reply.
"
"1422",24543,"
"
"1423",56788,"
"
"1424",89188,"‘important--unimportant--unimportant--important--’ as if he were trying
"
"1425",65822,"
"
"1426",68447,"like a mouse, you know. But do cats eat bats, I wonder?’ And here Alice
"
"1427",28903,"         cunning
"
"1428",14354,"‘Do you mean that you think you can find out the answer to it?’ said the
"
"1429",60364,"sea, some children digging in the sand with wooden spades, then a row
"
"1430",66713,"‘Now, I give you fair warning,’ shouted the Queen, stamping on the
"
"1431",45229,"‘That’s different from what I used to say when I was a child,’ said the
"
"1432",95838,"‘Not the same thing a bit!’ said the Hatter. ‘You might just as well say
"
